centro_hospitalario,area,categoria,ult_grado,esc_med_gral,esc_esp,anios_prac,casos,hall_disc,hall_arb,hall_dem,mcc_aut,mcc_no_aut,rechazo_fam,no_hosp,per_sol_aut,med_aut,fmr_sol_aut,com_sug_op
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19c,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18d,19d,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19a,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19b,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19c,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17d,18e,19d,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19a,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19b,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19c,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18d,19d,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19a,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19b,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19c,20f,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20a,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20a,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20a,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20a,21e,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20f,21a,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20f,21c,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20f,21d,22a
H1,a3,c2,g1,c1,c8,3e,4b,7a,8a,11b,14d,16e,17f,18e,19d,20f,21e,22a
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18d,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18d,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18d,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18d,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18g,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18g,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18g,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16c,17d,18g,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18d,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18d,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18d,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18d,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18g,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18g,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18g,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14a,16h,17d,18g,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18d,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18d,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18d,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18d,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18g,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18g,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18g,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16c,17d,18g,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18d,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18d,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18d,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18d,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18g,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18g,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18g,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14c,16h,17d,18g,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18d,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18d,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18d,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18d,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18g,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18g,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18g,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16c,17d,18g,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18d,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18d,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18d,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18d,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18g,19a,20a,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18g,19a,20a,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18g,19a,20e,21a,22c
H1,a3,c2,g1,c1,c9,3e,4b,7b,8d,11d,14d,16h,17d,18g,19a,20e,21c,22c
H1,a3,c2,g1,c1,c9,3e,4b,7a,8b,11b,14c,16f,17d,18g,19a,20a,21c,22a
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14a,16f,17d,18d,19a,20a,21b,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14a,16f,17d,18d,19a,20a,21c,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14a,16f,17d,18d,19a,20f,21b,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14a,16f,17d,18d,19a,20f,21c,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14b,16f,17d,18d,19a,20a,21b,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14b,16f,17d,18d,19a,20a,21c,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14b,16f,17d,18d,19a,20f,21b,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14b,16f,17d,18d,19a,20f,21c,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14c,16f,17d,18d,19a,20a,21b,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14c,16f,17d,18d,19a,20a,21c,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14c,16f,17d,18d,19a,20f,21b,22f
H1,a3,c2,g1,c1,c9,3e,4c,7a,8a,11a,14c,16f,17d,18d,19a,20f,21c,22f
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18b,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18b,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18b,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18c,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18c,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18c,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18d,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18d,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18d,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18e,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18e,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17a,18e,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18b,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18b,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18b,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18c,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18c,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18c,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18d,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18d,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18d,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18e,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18e,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16c,17b,18e,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18b,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18b,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18b,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18c,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18c,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18c,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18d,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18d,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18d,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18e,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18e,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17a,18e,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18b,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18b,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18b,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18c,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18c,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18c,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18d,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18d,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18d,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18e,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18e,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14b,16h,17b,18e,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18b,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18b,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18b,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18c,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18c,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18c,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18d,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18d,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18d,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18e,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18e,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17a,18e,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18b,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18b,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18b,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18c,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18c,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18c,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18d,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18d,19a,20d,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18d,19a,20e,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18e,19a,20a,21b,22a
H1,a1,c2,g8,c12,c39,3a,4c,7a,8b,11b,14c,16c,17b,18e,19a,20d,21b,22a
